	img	cm	label
L7CN85_E1_14.038x24.06	../dataset/tile\L7CN85_E1\L7CN85_E1-14.038-24.06.jpeg	L7CN85_E1_14.038x24.06	p120
L7CN85_E1_14.04x26.078	../dataset/tile\L7CN85_E1\L7CN85_E1-14.04-26.078.jpeg	L7CN85_E1_14.04x26.078	p120
L7CN85_E1_14.042x23.056	../dataset/tile\L7CN85_E1\L7CN85_E1-14.042-23.056.jpeg	L7CN85_E1_14.042x23.056	p120
L7CN85_E1_14.049x22.059	../dataset/tile\L7CN85_E1\L7CN85_E1-14.049-22.059.jpeg	L7CN85_E1_14.049x22.059	p120
L7CN85_E1_14.858x7.041	../dataset/tile\L7CN85_E1\L7CN85_E1-14.858-7.041.jpeg	L7CN85_E1_14.858x7.041	p120
L7CN85_E1_14.907x8.074	../dataset/tile\L7CN85_E1\L7CN85_E1-14.907-8.074.jpeg	L7CN85_E1_14.907x8.074	p120
L7CN85_E1_14.917x21.043	../dataset/tile\L7CN85_E1\L7CN85_E1-14.917-21.043.jpeg	L7CN85_E1_14.917x21.043	p120
L7CN85_E1_14.932x20.061	../dataset/tile\L7CN85_E1\L7CN85_E1-14.932-20.061.jpeg	L7CN85_E1_14.932x20.061	p120
L7CN85_E1_14.943x27.029	../dataset/tile\L7CN85_E1\L7CN85_E1-14.943-27.029.jpeg	L7CN85_E1_14.943x27.029	p120
L7CN85_E1_14.944x28.027	../dataset/tile\L7CN85_E1\L7CN85_E1-14.944-28.027.jpeg	L7CN85_E1_14.944x28.027	p120
L7CN85_E1_14.969x25.04	../dataset/tile\L7CN85_E1\L7CN85_E1-14.969-25.04.jpeg	L7CN85_E1_14.969x25.04	p120
L7CN85_E1_14.987x22.029	../dataset/tile\L7CN85_E1\L7CN85_E1-14.987-22.029.jpeg	L7CN85_E1_14.987x22.029	p120
L7CN85_E1_14.987x23.044	../dataset/tile\L7CN85_E1\L7CN85_E1-14.987-23.044.jpeg	L7CN85_E1_14.987x23.044	p120
L7CN85_E1_14.993x24.062	../dataset/tile\L7CN85_E1\L7CN85_E1-14.993-24.062.jpeg	L7CN85_E1_14.993x24.062	p120
L7CN85_E1_14.996x26.05	../dataset/tile\L7CN85_E1\L7CN85_E1-14.996-26.05.jpeg	L7CN85_E1_14.996x26.05	p120
L7CN85_E1_15.003x29.067	../dataset/tile\L7CN85_E1\L7CN85_E1-15.003-29.067.jpeg	L7CN85_E1_15.003x29.067	p120
L7CN85_E1_15.855x6.046	../dataset/tile\L7CN85_E1\L7CN85_E1-15.855-6.046.jpeg	L7CN85_E1_15.855x6.046	p120
L7CN85_E1_15.888x5.087	../dataset/tile\L7CN85_E1\L7CN85_E1-15.888-5.087.jpeg	L7CN85_E1_15.888x5.087	p120
L7CN85_E1_15.935x7.07	../dataset/tile\L7CN85_E1\L7CN85_E1-15.935-7.07.jpeg	L7CN85_E1_15.935x7.07	p120
L7CN85_E1_15.95x24.001	../dataset/tile\L7CN85_E1\L7CN85_E1-15.95-24.001.jpeg	L7CN85_E1_15.95x24.001	p120
L7CN85_E1_15.95x28.009	../dataset/tile\L7CN85_E1\L7CN85_E1-15.95-28.009.jpeg	L7CN85_E1_15.95x28.009	p120
L7CN85_E1_15.954x23.038	../dataset/tile\L7CN85_E1\L7CN85_E1-15.954-23.038.jpeg	L7CN85_E1_15.954x23.038	p120
L7CN85_E1_15.955x26.041	../dataset/tile\L7CN85_E1\L7CN85_E1-15.955-26.041.jpeg	L7CN85_E1_15.955x26.041	p120
L7CN85_E1_15.969x27.047	../dataset/tile\L7CN85_E1\L7CN85_E1-15.969-27.047.jpeg	L7CN85_E1_15.969x27.047	p120
L7CN85_E1_15.972x22.061	../dataset/tile\L7CN85_E1\L7CN85_E1-15.972-22.061.jpeg	L7CN85_E1_15.972x22.061	p120
L7CN85_E1_16.014x25.071	../dataset/tile\L7CN85_E1\L7CN85_E1-16.014-25.071.jpeg	L7CN85_E1_16.014x25.071	p120
L7CN85_E1_16.901x26.037	../dataset/tile\L7CN85_E1\L7CN85_E1-16.901-26.037.jpeg	L7CN85_E1_16.901x26.037	p120
L7CN85_E1_16.997x27.06	../dataset/tile\L7CN85_E1\L7CN85_E1-16.997-27.06.jpeg	L7CN85_E1_16.997x27.06	p120
L7CN85_E1_18.873x3.046	../dataset/tile\L7CN85_E1\L7CN85_E1-18.873-3.046.jpeg	L7CN85_E1_18.873x3.046	p120
L7CN85_E1_18.921x2.066	../dataset/tile\L7CN85_E1\L7CN85_E1-18.921-2.066.jpeg	L7CN85_E1_18.921x2.066	p120
L7CN85_E1_19.999x7.053	../dataset/tile\L7CN85_E1\L7CN85_E1-19.999-7.053.jpeg	L7CN85_E1_19.999x7.053	p120
L7CN85_E1_20.019x9.064	../dataset/tile\L7CN85_E1\L7CN85_E1-20.019-9.064.jpeg	L7CN85_E1_20.019x9.064	p120
L7CN85_E1_20.026x4.087	../dataset/tile\L7CN85_E1\L7CN85_E1-20.026-4.087.jpeg	L7CN85_E1_20.026x4.087	p120
L7CN85_E1_20.039x6.085	../dataset/tile\L7CN85_E1\L7CN85_E1-20.039-6.085.jpeg	L7CN85_E1_20.039x6.085	p120
L7CN85_E1_20.043x5.093	../dataset/tile\L7CN85_E1\L7CN85_E1-20.043-5.093.jpeg	L7CN85_E1_20.043x5.093	p120
L7CN85_E1_20.044x10.063	../dataset/tile\L7CN85_E1\L7CN85_E1-20.044-10.063.jpeg	L7CN85_E1_20.044x10.063	p120
L7CN85_E1_20.045x2.047	../dataset/tile\L7CN85_E1\L7CN85_E1-20.045-2.047.jpeg	L7CN85_E1_20.045x2.047	p120
L7CN85_E1_20.888x8.047	../dataset/tile\L7CN85_E1\L7CN85_E1-20.888-8.047.jpeg	L7CN85_E1_20.888x8.047	p120
L7CN85_E1_20.892x3.003	../dataset/tile\L7CN85_E1\L7CN85_E1-20.892-3.003.jpeg	L7CN85_E1_20.892x3.003	p120
L7CN85_E1_20.893x7.052	../dataset/tile\L7CN85_E1\L7CN85_E1-20.893-7.052.jpeg	L7CN85_E1_20.893x7.052	p120
L7CN85_E1_20.898x6.077	../dataset/tile\L7CN85_E1\L7CN85_E1-20.898-6.077.jpeg	L7CN85_E1_20.898x6.077	p120
L7CN85_E1_20.913x9.047	../dataset/tile\L7CN85_E1\L7CN85_E1-20.913-9.047.jpeg	L7CN85_E1_20.913x9.047	p120
L7CN85_E1_20.921x4.063	../dataset/tile\L7CN85_E1\L7CN85_E1-20.921-4.063.jpeg	L7CN85_E1_20.921x4.063	p120
L7CN85_E1_20.938x5.067	../dataset/tile\L7CN85_E1\L7CN85_E1-20.938-5.067.jpeg	L7CN85_E1_20.938x5.067	p120
L7CN85_E1_21.832x4.084	../dataset/tile\L7CN85_E1\L7CN85_E1-21.832-4.084.jpeg	L7CN85_E1_21.832x4.084	p120
L7CN85_E1_21.851x5.086	../dataset/tile\L7CN85_E1\L7CN85_E1-21.851-5.086.jpeg	L7CN85_E1_21.851x5.086	p120
L7CN85_E1_21.889x6.082	../dataset/tile\L7CN85_E1\L7CN85_E1-21.889-6.082.jpeg	L7CN85_E1_21.889x6.082	p120
L7CN85_E1_21.898x3.031	../dataset/tile\L7CN85_E1\L7CN85_E1-21.898-3.031.jpeg	L7CN85_E1_21.898x3.031	p120
L7CN85_E1_21.907x8.077	../dataset/tile\L7CN85_E1\L7CN85_E1-21.907-8.077.jpeg	L7CN85_E1_21.907x8.077	p120
L7CN85_E1_21.91x7.093	../dataset/tile\L7CN85_E1\L7CN85_E1-21.91-7.093.jpeg	L7CN85_E1_21.91x7.093	p120
L7CN85_E1_21.911x9.058	../dataset/tile\L7CN85_E1\L7CN85_E1-21.911-9.058.jpeg	L7CN85_E1_21.911x9.058	p120
L7CN85_E1_21.931x9.961	../dataset/tile\L7CN85_E1\L7CN85_E1-21.931-9.961.jpeg	L7CN85_E1_21.931x9.961	p120
L7CN85_E1_21.985x20.073	../dataset/tile\L7CN85_E1\L7CN85_E1-21.985-20.073.jpeg	L7CN85_E1_21.985x20.073	p120
L7CN85_E1_22.933x8.096	../dataset/tile\L7CN85_E1\L7CN85_E1-22.933-8.096.jpeg	L7CN85_E1_22.933x8.096	p120
L7CN85_E1_22.95x10.089	../dataset/tile\L7CN85_E1\L7CN85_E1-22.95-10.089.jpeg	L7CN85_E1_22.95x10.089	p120
L7CN85_E1_22.976x7.112	../dataset/tile\L7CN85_E1\L7CN85_E1-22.976-7.112.jpeg	L7CN85_E1_22.976x7.112	p120
L7CN85_E1_22.99x3.065	../dataset/tile\L7CN85_E1\L7CN85_E1-22.99-3.065.jpeg	L7CN85_E1_22.99x3.065	p120
L7CN85_E1_22.991x20.091	../dataset/tile\L7CN85_E1\L7CN85_E1-22.991-20.091.jpeg	L7CN85_E1_22.991x20.091	p120
L7CN85_E1_22.994x9.083	../dataset/tile\L7CN85_E1\L7CN85_E1-22.994-9.083.jpeg	L7CN85_E1_22.994x9.083	p120
L7CN85_E1_23.001x4.071	../dataset/tile\L7CN85_E1\L7CN85_E1-23.001-4.071.jpeg	L7CN85_E1_23.001x4.071	p120
L7CN85_E1_23.012x5.162	../dataset/tile\L7CN85_E1\L7CN85_E1-23.012-5.162.jpeg	L7CN85_E1_23.012x5.162	p120
L7CN85_E1_23.041x22.111	../dataset/tile\L7CN85_E1\L7CN85_E1-23.041-22.111.jpeg	L7CN85_E1_23.041x22.111	p120
L7CN85_E1_23.045x27.097	../dataset/tile\L7CN85_E1\L7CN85_E1-23.045-27.097.jpeg	L7CN85_E1_23.045x27.097	p120
L7CN85_E1_23.061x24.085	../dataset/tile\L7CN85_E1\L7CN85_E1-23.061-24.085.jpeg	L7CN85_E1_23.061x24.085	p120
L7CN85_E1_23.063x25.078	../dataset/tile\L7CN85_E1\L7CN85_E1-23.063-25.078.jpeg	L7CN85_E1_23.063x25.078	p120
L7CN85_E1_23.1x23.088	../dataset/tile\L7CN85_E1\L7CN85_E1-23.1-23.088.jpeg	L7CN85_E1_23.1x23.088	p120
L7CN85_E1_23.1x28.103	../dataset/tile\L7CN85_E1\L7CN85_E1-23.1-28.103.jpeg	L7CN85_E1_23.1x28.103	p120
L7CN85_E1_23.963x21.086	../dataset/tile\L7CN85_E1\L7CN85_E1-23.963-21.086.jpeg	L7CN85_E1_23.963x21.086	p120
L7CN85_E1_23.98x7.098	../dataset/tile\L7CN85_E1\L7CN85_E1-23.98-7.098.jpeg	L7CN85_E1_23.98x7.098	p120
L7CN85_E1_23.98x9.069	../dataset/tile\L7CN85_E1\L7CN85_E1-23.98-9.069.jpeg	L7CN85_E1_23.98x9.069	p120
L7CN85_E1_24.002x8.082	../dataset/tile\L7CN85_E1\L7CN85_E1-24.002-8.082.jpeg	L7CN85_E1_24.002x8.082	p120
L7CN85_E1_24.006x10.069	../dataset/tile\L7CN85_E1\L7CN85_E1-24.006-10.069.jpeg	L7CN85_E1_24.006x10.069	p120
L7CN85_E1_24.018x20.061	../dataset/tile\L7CN85_E1\L7CN85_E1-24.018-20.061.jpeg	L7CN85_E1_24.018x20.061	p120
L7CN85_E1_24.021x3.077	../dataset/tile\L7CN85_E1\L7CN85_E1-24.021-3.077.jpeg	L7CN85_E1_24.021x3.077	p120
L7CN85_E1_24.034x4.073	../dataset/tile\L7CN85_E1\L7CN85_E1-24.034-4.073.jpeg	L7CN85_E1_24.034x4.073	p120
L7CN85_E1_24.064x25.074	../dataset/tile\L7CN85_E1\L7CN85_E1-24.064-25.074.jpeg	L7CN85_E1_24.064x25.074	p120
L7CN85_E1_24.067x5.14	../dataset/tile\L7CN85_E1\L7CN85_E1-24.067-5.14.jpeg	L7CN85_E1_24.067x5.14	p120
L7CN85_E1_24.072x26.09	../dataset/tile\L7CN85_E1\L7CN85_E1-24.072-26.09.jpeg	L7CN85_E1_24.072x26.09	p120
L7CN85_E1_24.08x24.079	../dataset/tile\L7CN85_E1\L7CN85_E1-24.08-24.079.jpeg	L7CN85_E1_24.08x24.079	p120
L7CN85_E1_24.094x22.083	../dataset/tile\L7CN85_E1\L7CN85_E1-24.094-22.083.jpeg	L7CN85_E1_24.094x22.083	p120
L7CN85_E1_24.102x27.109	../dataset/tile\L7CN85_E1\L7CN85_E1-24.102-27.109.jpeg	L7CN85_E1_24.102x27.109	p120
L7CN85_E1_24.111x23.043	../dataset/tile\L7CN85_E1\L7CN85_E1-24.111-23.043.jpeg	L7CN85_E1_24.111x23.043	p120
L7CN85_E1_24.961x7.074	../dataset/tile\L7CN85_E1\L7CN85_E1-24.961-7.074.jpeg	L7CN85_E1_24.961x7.074	p120
L7CN85_E1_24.961x9.049	../dataset/tile\L7CN85_E1\L7CN85_E1-24.961-9.049.jpeg	L7CN85_E1_24.961x9.049	p120
L7CN85_E1_24.974x20.089	../dataset/tile\L7CN85_E1\L7CN85_E1-24.974-20.089.jpeg	L7CN85_E1_24.974x20.089	p120
L7CN85_E1_24.985x8.061	../dataset/tile\L7CN85_E1\L7CN85_E1-24.985-8.061.jpeg	L7CN85_E1_24.985x8.061	p120
L7CN85_E1_24.993x3.012	../dataset/tile\L7CN85_E1\L7CN85_E1-24.993-3.012.jpeg	L7CN85_E1_24.993x3.012	p120
L7CN85_E1_25.001x5.104	../dataset/tile\L7CN85_E1\L7CN85_E1-25.001-5.104.jpeg	L7CN85_E1_25.001x5.104	p120
L7CN85_E1_25.002x6.091	../dataset/tile\L7CN85_E1\L7CN85_E1-25.002-6.091.jpeg	L7CN85_E1_25.002x6.091	p120
L7CN85_E1_25.017x21.056	../dataset/tile\L7CN85_E1\L7CN85_E1-25.017-21.056.jpeg	L7CN85_E1_25.017x21.056	p120
L7CN85_E1_25.027x22.041	../dataset/tile\L7CN85_E1\L7CN85_E1-25.027-22.041.jpeg	L7CN85_E1_25.027x22.041	p120
L7CN85_E1_25.033x11.046	../dataset/tile\L7CN85_E1\L7CN85_E1-25.033-11.046.jpeg	L7CN85_E1_25.033x11.046	p120
L7CN85_E1_25.038x4.029	../dataset/tile\L7CN85_E1\L7CN85_E1-25.038-4.029.jpeg	L7CN85_E1_25.038x4.029	p120
L7CN85_E1_25.052x23.037	../dataset/tile\L7CN85_E1\L7CN85_E1-25.052-23.037.jpeg	L7CN85_E1_25.052x23.037	p120
L7CN85_E1_25.082x27.06	../dataset/tile\L7CN85_E1\L7CN85_E1-25.082-27.06.jpeg	L7CN85_E1_25.082x27.06	p120
L7CN85_E1_25.083x24.042	../dataset/tile\L7CN85_E1\L7CN85_E1-25.083-24.042.jpeg	L7CN85_E1_25.083x24.042	p120
L7CN85_E1_25.086x25.066	../dataset/tile\L7CN85_E1\L7CN85_E1-25.086-25.066.jpeg	L7CN85_E1_25.086x25.066	p120
L7CN85_E1_25.87x1.981	../dataset/tile\L7CN85_E1\L7CN85_E1-25.87-1.981.jpeg	L7CN85_E1_25.87x1.981	p120
L7CN85_E1_25.888x6.029	../dataset/tile\L7CN85_E1\L7CN85_E1-25.888-6.029.jpeg	L7CN85_E1_25.888x6.029	p120
L7CN85_E1_25.895x7.047	../dataset/tile\L7CN85_E1\L7CN85_E1-25.895-7.047.jpeg	L7CN85_E1_25.895x7.047	p120
L7CN85_E1_25.903x10.044	../dataset/tile\L7CN85_E1\L7CN85_E1-25.903-10.044.jpeg	L7CN85_E1_25.903x10.044	p120
L7CN85_E1_25.904x2.989	../dataset/tile\L7CN85_E1\L7CN85_E1-25.904-2.989.jpeg	L7CN85_E1_25.904x2.989	p120
L7CN85_E1_25.906x11.035	../dataset/tile\L7CN85_E1\L7CN85_E1-25.906-11.035.jpeg	L7CN85_E1_25.906x11.035	p120
L7CN85_E1_25.909x3.983	../dataset/tile\L7CN85_E1\L7CN85_E1-25.909-3.983.jpeg	L7CN85_E1_25.909x3.983	p120
L7CN85_E1_25.929x9.022	../dataset/tile\L7CN85_E1\L7CN85_E1-25.929-9.022.jpeg	L7CN85_E1_25.929x9.022	p120
L7CN85_E1_25.931x19.002	../dataset/tile\L7CN85_E1\L7CN85_E1-25.931-19.002.jpeg	L7CN85_E1_25.931x19.002	p120
L7CN85_E1_25.936x5.052	../dataset/tile\L7CN85_E1\L7CN85_E1-25.936-5.052.jpeg	L7CN85_E1_25.936x5.052	p120
L7CN85_E1_25.952x21.035	../dataset/tile\L7CN85_E1\L7CN85_E1-25.952-21.035.jpeg	L7CN85_E1_25.952x21.035	p120
L7CN85_E1_25.953x8.031	../dataset/tile\L7CN85_E1\L7CN85_E1-25.953-8.031.jpeg	L7CN85_E1_25.953x8.031	p120
L7CN85_E1_25.962x22.007	../dataset/tile\L7CN85_E1\L7CN85_E1-25.962-22.007.jpeg	L7CN85_E1_25.962x22.007	p120
L7CN85_E1_25.976x12.031	../dataset/tile\L7CN85_E1\L7CN85_E1-25.976-12.031.jpeg	L7CN85_E1_25.976x12.031	p120
L7CN85_E1_25.996x24.002	../dataset/tile\L7CN85_E1\L7CN85_E1-25.996-24.002.jpeg	L7CN85_E1_25.996x24.002	p120
L7CN85_E1_26.005x25.016	../dataset/tile\L7CN85_E1\L7CN85_E1-26.005-25.016.jpeg	L7CN85_E1_26.005x25.016	p120
L7CN85_E1_26.014x27.038	../dataset/tile\L7CN85_E1\L7CN85_E1-26.014-27.038.jpeg	L7CN85_E1_26.014x27.038	p120
L7CN85_E1_26.015x29.015	../dataset/tile\L7CN85_E1\L7CN85_E1-26.015-29.015.jpeg	L7CN85_E1_26.015x29.015	p120
L7CN85_E1_26.017x27.98	../dataset/tile\L7CN85_E1\L7CN85_E1-26.017-27.98.jpeg	L7CN85_E1_26.017x27.98	p120
L7CN85_E1_26.018x23.013	../dataset/tile\L7CN85_E1\L7CN85_E1-26.018-23.013.jpeg	L7CN85_E1_26.018x23.013	p120
L7CN85_E1_26.045x26.032	../dataset/tile\L7CN85_E1\L7CN85_E1-26.045-26.032.jpeg	L7CN85_E1_26.045x26.032	p120
L7CN85_E1_26.86x3.968	../dataset/tile\L7CN85_E1\L7CN85_E1-26.86-3.968.jpeg	L7CN85_E1_26.86x3.968	p120
L7CN85_E1_26.886x5.052	../dataset/tile\L7CN85_E1\L7CN85_E1-26.886-5.052.jpeg	L7CN85_E1_26.886x5.052	p120
L7CN85_E1_26.897x6.044	../dataset/tile\L7CN85_E1\L7CN85_E1-26.897-6.044.jpeg	L7CN85_E1_26.897x6.044	p120
L7CN85_E1_26.9x2.99	../dataset/tile\L7CN85_E1\L7CN85_E1-26.9-2.99.jpeg	L7CN85_E1_26.9x2.99	p120
L7CN85_E1_26.923x1.988	../dataset/tile\L7CN85_E1\L7CN85_E1-26.923-1.988.jpeg	L7CN85_E1_26.923x1.988	p120
L7CN85_E1_26.934x9.033	../dataset/tile\L7CN85_E1\L7CN85_E1-26.934-9.033.jpeg	L7CN85_E1_26.934x9.033	p120
L7CN85_E1_26.945x7.064	../dataset/tile\L7CN85_E1\L7CN85_E1-26.945-7.064.jpeg	L7CN85_E1_26.945x7.064	p120
L7CN85_E1_26.951x10.031	../dataset/tile\L7CN85_E1\L7CN85_E1-26.951-10.031.jpeg	L7CN85_E1_26.951x10.031	p120
L7CN85_E1_26.952x8.047	../dataset/tile\L7CN85_E1\L7CN85_E1-26.952-8.047.jpeg	L7CN85_E1_26.952x8.047	p120
L7CN85_E1_26.957x27.036	../dataset/tile\L7CN85_E1\L7CN85_E1-26.957-27.036.jpeg	L7CN85_E1_26.957x27.036	p120
L7CN85_E1_26.959x24.004	../dataset/tile\L7CN85_E1\L7CN85_E1-26.959-24.004.jpeg	L7CN85_E1_26.959x24.004	p120
L7CN85_E1_26.982x22.031	../dataset/tile\L7CN85_E1\L7CN85_E1-26.982-22.031.jpeg	L7CN85_E1_26.982x22.031	p120
L7CN85_E1_26.997x21.049	../dataset/tile\L7CN85_E1\L7CN85_E1-26.997-21.049.jpeg	L7CN85_E1_26.997x21.049	p120
L7CN85_E1_27.014x29.019	../dataset/tile\L7CN85_E1\L7CN85_E1-27.014-29.019.jpeg	L7CN85_E1_27.014x29.019	p120
L7CN85_E1_27.023x26.026	../dataset/tile\L7CN85_E1\L7CN85_E1-27.023-26.026.jpeg	L7CN85_E1_27.023x26.026	p120
L7CN85_E1_27.031x23.028	../dataset/tile\L7CN85_E1\L7CN85_E1-27.031-23.028.jpeg	L7CN85_E1_27.031x23.028	p120
L7CN85_E1_27.032x30.006	../dataset/tile\L7CN85_E1\L7CN85_E1-27.032-30.006.jpeg	L7CN85_E1_27.032x30.006	p120
L7CN85_E1_27.055x25.04	../dataset/tile\L7CN85_E1\L7CN85_E1-27.055-25.04.jpeg	L7CN85_E1_27.055x25.04	p120
L7CN85_E1_27.889x3.984	../dataset/tile\L7CN85_E1\L7CN85_E1-27.889-3.984.jpeg	L7CN85_E1_27.889x3.984	p120
L7CN85_E1_27.902x2.992	../dataset/tile\L7CN85_E1\L7CN85_E1-27.902-2.992.jpeg	L7CN85_E1_27.902x2.992	p120
L7CN85_E1_27.904x7.072	../dataset/tile\L7CN85_E1\L7CN85_E1-27.904-7.072.jpeg	L7CN85_E1_27.904x7.072	p120
L7CN85_E1_27.909x9.04	../dataset/tile\L7CN85_E1\L7CN85_E1-27.909-9.04.jpeg	L7CN85_E1_27.909x9.04	p120
L7CN85_E1_27.915x6.071	../dataset/tile\L7CN85_E1\L7CN85_E1-27.915-6.071.jpeg	L7CN85_E1_27.915x6.071	p120
L7CN85_E1_27.924x11.038	../dataset/tile\L7CN85_E1\L7CN85_E1-27.924-11.038.jpeg	L7CN85_E1_27.924x11.038	p120
L7CN85_E1_27.93x8.061	../dataset/tile\L7CN85_E1\L7CN85_E1-27.93-8.061.jpeg	L7CN85_E1_27.93x8.061	p120
L7CN85_E1_27.932x10.078	../dataset/tile\L7CN85_E1\L7CN85_E1-27.932-10.078.jpeg	L7CN85_E1_27.932x10.078	p120
L7CN85_E1_27.96x21.065	../dataset/tile\L7CN85_E1\L7CN85_E1-27.96-21.065.jpeg	L7CN85_E1_27.96x21.065	p120
L7CN85_E1_27.965x2.024	../dataset/tile\L7CN85_E1\L7CN85_E1-27.965-2.024.jpeg	L7CN85_E1_27.965x2.024	p120
L7CN85_E1_27.971x23.019	../dataset/tile\L7CN85_E1\L7CN85_E1-27.971-23.019.jpeg	L7CN85_E1_27.971x23.019	p120
L7CN85_E1_27.978x5.073	../dataset/tile\L7CN85_E1\L7CN85_E1-27.978-5.073.jpeg	L7CN85_E1_27.978x5.073	p120
L7CN85_E1_27.986x29.028	../dataset/tile\L7CN85_E1\L7CN85_E1-27.986-29.028.jpeg	L7CN85_E1_27.986x29.028	p120
L7CN85_E1_27.993x28.034	../dataset/tile\L7CN85_E1\L7CN85_E1-27.993-28.034.jpeg	L7CN85_E1_27.993x28.034	p120
L7CN85_E1_27.996x22.019	../dataset/tile\L7CN85_E1\L7CN85_E1-27.996-22.019.jpeg	L7CN85_E1_27.996x22.019	p120
L7CN85_E1_27.998x24.027	../dataset/tile\L7CN85_E1\L7CN85_E1-27.998-24.027.jpeg	L7CN85_E1_27.998x24.027	p120
L7CN85_E1_28.002x25.019	../dataset/tile\L7CN85_E1\L7CN85_E1-28.002-25.019.jpeg	L7CN85_E1_28.002x25.019	p120
L7CN85_E1_28.003x26.029	../dataset/tile\L7CN85_E1\L7CN85_E1-28.003-26.029.jpeg	L7CN85_E1_28.003x26.029	p120
L7CN85_E1_28.023x27.06	../dataset/tile\L7CN85_E1\L7CN85_E1-28.023-27.06.jpeg	L7CN85_E1_28.023x27.06	p120
L7CN85_E1_28.898x8.059	../dataset/tile\L7CN85_E1\L7CN85_E1-28.898-8.059.jpeg	L7CN85_E1_28.898x8.059	p120
L7CN85_E1_28.916x4.047	../dataset/tile\L7CN85_E1\L7CN85_E1-28.916-4.047.jpeg	L7CN85_E1_28.916x4.047	p120
L7CN85_E1_28.93x5.097	../dataset/tile\L7CN85_E1\L7CN85_E1-28.93-5.097.jpeg	L7CN85_E1_28.93x5.097	p120
L7CN85_E1_28.938x9.073	../dataset/tile\L7CN85_E1\L7CN85_E1-28.938-9.073.jpeg	L7CN85_E1_28.938x9.073	p120
L7CN85_E1_28.941x3.035	../dataset/tile\L7CN85_E1\L7CN85_E1-28.941-3.035.jpeg	L7CN85_E1_28.941x3.035	p120
L7CN85_E1_28.951x7.095	../dataset/tile\L7CN85_E1\L7CN85_E1-28.951-7.095.jpeg	L7CN85_E1_28.951x7.095	p120
L7CN85_E1_28.954x6.119	../dataset/tile\L7CN85_E1\L7CN85_E1-28.954-6.119.jpeg	L7CN85_E1_28.954x6.119	p120
L7CN85_E1_28.956x10.073	../dataset/tile\L7CN85_E1\L7CN85_E1-28.956-10.073.jpeg	L7CN85_E1_28.956x10.073	p120
L7CN85_E1_28.96x20.061	../dataset/tile\L7CN85_E1\L7CN85_E1-28.96-20.061.jpeg	L7CN85_E1_28.96x20.061	p120
L7CN85_E1_28.961x19.066	../dataset/tile\L7CN85_E1\L7CN85_E1-28.961-19.066.jpeg	L7CN85_E1_28.961x19.066	p120
L7CN85_E1_28.978x11.085	../dataset/tile\L7CN85_E1\L7CN85_E1-28.978-11.085.jpeg	L7CN85_E1_28.978x11.085	p120
L7CN85_E1_28.987x21.082	../dataset/tile\L7CN85_E1\L7CN85_E1-28.987-21.082.jpeg	L7CN85_E1_28.987x21.082	p120
L7CN85_E1_29.005x26.078	../dataset/tile\L7CN85_E1\L7CN85_E1-29.005-26.078.jpeg	L7CN85_E1_29.005x26.078	p120
L7CN85_E1_29.022x24.033	../dataset/tile\L7CN85_E1\L7CN85_E1-29.022-24.033.jpeg	L7CN85_E1_29.022x24.033	p120
L7CN85_E1_29.022x28.071	../dataset/tile\L7CN85_E1\L7CN85_E1-29.022-28.071.jpeg	L7CN85_E1_29.022x28.071	p120
L7CN85_E1_29.03x25.056	../dataset/tile\L7CN85_E1\L7CN85_E1-29.03-25.056.jpeg	L7CN85_E1_29.03x25.056	p120
L7CN85_E1_29.038x22.073	../dataset/tile\L7CN85_E1\L7CN85_E1-29.038-22.073.jpeg	L7CN85_E1_29.038x22.073	p120
L7CN85_E1_29.044x27.078	../dataset/tile\L7CN85_E1\L7CN85_E1-29.044-27.078.jpeg	L7CN85_E1_29.044x27.078	p120
L7CN85_E1_29.054x23.061	../dataset/tile\L7CN85_E1\L7CN85_E1-29.054-23.061.jpeg	L7CN85_E1_29.054x23.061	p120
L7CN85_E1_29.915x8.06	../dataset/tile\L7CN85_E1\L7CN85_E1-29.915-8.06.jpeg	L7CN85_E1_29.915x8.06	p120
L7CN85_E1_29.933x20.045	../dataset/tile\L7CN85_E1\L7CN85_E1-29.933-20.045.jpeg	L7CN85_E1_29.933x20.045	p120
L7CN85_E1_29.933x7.095	../dataset/tile\L7CN85_E1\L7CN85_E1-29.933-7.095.jpeg	L7CN85_E1_29.933x7.095	p120
L7CN85_E1_29.937x21.058	../dataset/tile\L7CN85_E1\L7CN85_E1-29.937-21.058.jpeg	L7CN85_E1_29.937x21.058	p120
L7CN85_E1_29.938x9.048	../dataset/tile\L7CN85_E1\L7CN85_E1-29.938-9.048.jpeg	L7CN85_E1_29.938x9.048	p120
L7CN85_E1_29.956x6.104	../dataset/tile\L7CN85_E1\L7CN85_E1-29.956-6.104.jpeg	L7CN85_E1_29.956x6.104	p120
L7CN85_E1_30.003x22.055	../dataset/tile\L7CN85_E1\L7CN85_E1-30.003-22.055.jpeg	L7CN85_E1_30.003x22.055	p120
L7CN85_E1_30.005x29.073	../dataset/tile\L7CN85_E1\L7CN85_E1-30.005-29.073.jpeg	L7CN85_E1_30.005x29.073	p120
L7CN85_E1_30.01x24.035	../dataset/tile\L7CN85_E1\L7CN85_E1-30.01-24.035.jpeg	L7CN85_E1_30.01x24.035	p120
L7CN85_E1_30.021x23.008	../dataset/tile\L7CN85_E1\L7CN85_E1-30.021-23.008.jpeg	L7CN85_E1_30.021x23.008	p120
